"denom","timestamp","price","marketCap","dayVolume"
"acudos",1660996800000,0.00819939,26963800,319873
"acudos",1661000400000,0.00815321,26984000,324778
"acudos",1661004000000,0.00821896,27199200,329927
"acudos",1661007600000,0.00792385,26316100,338103
"acudos",1661011200000,0.00789641,26145200,333634
"acudos",1661014800000,0.00789619,26094000,330875
"acudos",1661018400000,0.00795016,26299300,329159
"acudos",1661022000000,0.00777681,26288600,303209
"acudos",1661025600000,0.00771658,25535300,299703
"acudos",1661029200000,0.00772577,25601200,297396
"acudos",1661032800000,0.0077463,25652800,301162
"acudos",1661036400000,0.00777601,25755400,289836
"acudos",1661040000000,0.00785157,25987100,289955
"acudos",1661043600000,0.00797436,26399200,286782
"acudos",1661047200000,0.00814699,26970700,291909
"acudos",1661050800000,0.00809502,26849400,295787
"acudos",1661054400000,0.00801976,26600900,291334
"acudos",1661058000000,0.00804365,26665100,287085
"acudos",1661061600000,0.0080646,26748000,309051
"acudos",1661065200000,0.00795783,26315400,319789
"acudos",1661068800000,0.00793379,26223300,307989
"acudos",1661072400000,0.00787402,26089700,295138
"acudos",1661076000000,0.00791987,26197600,293161
"acudos",1661079600000,0.00810822,26851200,294234
"acudos",1661083200000,0.00809995,26865900,293871
"acudos",1661086800000,0.00805936,26669400,275621
"acudos",1661090400000,0.00802096,26544100,272346
"acudos",1661094000000,0.00800976,26521600,251311
"acudos",1661097600000,0.00808225,26694300,252052
"acudos",1661101200000,0.00811476,26830500,260242
"acudos",1661104800000,0.00816869,27063000,268731
"acudos",1661108400000,0.008193,27105100,261153
"acudos",1661112000000,0.00819013,27127000,254707
"acudos",1661115600000,0.00815135,27012600,248909
"acudos",1661119200000,0.00818026,27085200,251239
"acudos",1661122800000,0.00821818,27193900,256131
"acudos",1661126400000,0.00822276,27282600,256680
"aevmos",1660489200000,1.8917,508594000,943386
"aevmos",1660492800000,1.91143,513834000,951162
"aevmos",1660496400000,1.9143,514772000,967555
"aevmos",1660500000000,1.89041,511427000,985608
"aevmos",1660503600000,1.89546,510208000,989682
"aevmos",1660507200000,1.90155,514521000,1042660
"aevmos",1660510800000,1.85747,501223000,1067690
"aevmos",1660514400000,1.91069,516858000,1121690
"aevmos",1660518000000,1.88356,508732000,1147040
"aevmos",1660521600000,1.85909,501516000,1113930
"aevmos",1660525200000,1.86044,502724000,1156570
"aevmos",1660528800000,1.84405,495311000,1185810
"aevmos",1660532400000,1.89028,511029000,1201810
"aevmos",1660536000000,1.87766,512313000,1195220
"aevmos",1660539600000,1.87606,506944000,1141260
"aevmos",1660543200000,1.8909,512786000,1114200
"aevmos",1660546800000,1.85142,500839000,1089350
"aevmos",1660550400000,1.84717,498664000,1101100
"aevmos",1660554000000,1.84222,496858000,1083150
"aevmos",1660557600000,1.83294,497919000,1066960
"aevmos",1660561200000,1.85382,499484000,1037030
"aevmos",1660564800000,1.84553,497615000,1057430
"aevmos",1660568400000,1.83538,499813000,1054880
"aevmos",1660572000000,1.86027,504280000,1067280
"aevmos",1660575600000,1.88623,511759000,1115910
"aevmos",1660579200000,1.87919,508908000,1139830
"aevmos",1660582800000,1.89664,507822000,1161180
"aevmos",1660586400000,1.90866,516164000,1181230
"aevmos",1660590000000,1.90965,516807000,1178060
"aevmos",1660593600000,2.04449,556960000,1458690
"aevmos",1660597200000,1.99638,541308000,1464150
"aevmos",1660600800000,2.02429,550271000,1475980
"aevmos",1660604400000,2.01103,545375000,1422320
"aevmos",1660608000000,1.90786,520609000,1429740
"aevmos",1660611600000,1.88027,510393000,1501520
"aevmos",1660615200000,1.8955,513988000,1531930
"aevmos",1660618800000,1.85642,500556000,240264
"aevmos",1660622400000,1.86414,505443000,1562990
"aevmos",1660626000000,1.86333,505085000,1569600
"aevmos",1660629600000,1.87596,507805000,1567610
"aevmos",1660633200000,1.89276,511400000,1595400
"aevmos",1660636800000,1.91616,516543000,1615500
"aevmos",1660640400000,1.86462,502936000,1695090
"aevmos",1660644000000,1.89733,514071000,1706090
"aevmos",1660647600000,1.88923,511924000,1724860
"aevmos",1660651200000,1.89918,516432000,1753780
"aevmos",1660654800000,1.9204,521079000,1778990
"aevmos",1660658400000,1.90969,517369000,1786920
"aevmos",1660662000000,1.90786,517258000,1790890
"aevmos",1660665600000,1.92002,517555000,1768590
"aevmos",1660669200000,1.94145,526778000,1763460
"aevmos",1660672800000,1.93481,518248000,1736870
"aevmos",1660676400000,1.9372,528558000,1779860
"aevmos",1660680000000,1.86374,503963000,1481050
"aevmos",1660683600000,1.87327,509174000,1516600
"aevmos",1660687200000,1.85844,504102000,1487270
"aevmos",1660690800000,1.87684,509652000,1469750
"aevmos",1660694400000,1.86732,506813000,1475020
"aevmos",1660698000000,1.8886,512836000,1427300
"aevmos",1660701600000,1.86838,509997000,1356570
"aevmos",1660705200000,1.85286,504167000,1378540
"aevmos",1660708800000,1.86235,504756000,1317610
"aevmos",1660712400000,1.87688,510658000,1300380
"aevmos",1660716000000,1.90892,517354000,1332830
"aevmos",1660719600000,1.85731,504504000,1352880
"aevmos",1660723200000,1.84001,501721000,1367610
"aevmos",1660726800000,1.85301,503807000,1372020
"aevmos",1660730400000,1.86702,507111000,1281380
"aevmos",1660734000000,1.83086,497250000,1359180
"aevmos",1660737600000,1.86097,506819000,1374150
"aevmos",1660741200000,1.85933,505205000,1410270
"aevmos",1660744800000,1.82922,498620000,1476640
"aevmos",1660748400000,1.82988,501290000,1528690
"aevmos",1660752000000,1.85536,503429000,1518990
"aevmos",1660755600000,1.86669,506501000,1538920
"aevmos",1660759200000,1.8843,512754000,1552950
"aevmos",1660762800000,1.89145,513473000,1551300
"aevmos",1660766400000,1.88792,513614000,1558700
"aevmos",1660770000000,1.86889,511250000,1526520
"aevmos",1660773600000,1.86388,508173000,1534450
"aevmos",1660777200000,1.85561,507717000,1491020
"aevmos",1660780800000,1.86776,505284000,1462530
"aevmos",1660784400000,1.866,501646000,1451190
"aevmos",1660788000000,1.86464,506952000,1457290
"aevmos",1660791600000,1.87458,511161000,1370760
"aevmos",1660795200000,1.88271,515769000,1414790
"aevmos",1660798800000,1.86967,509938000,1392300
"aevmos",1660802400000,1.87332,510729000,1325160
"aevmos",1660806000000,1.86897,509348000,1347990
"aevmos",1660809600000,1.86727,509698000,1339580
"aevmos",1660813200000,1.89994,508623000,1352770
"aevmos",1660816800000,1.89767,518604000,282420
"aevmos",1660820400000,1.90913,520851000,1242700
"aevmos",1660824000000,1.92325,524778000,1256150
"aevmos",1660827600000,1.97512,537310000,1313070
"aevmos",1660831200000,1.96347,535361000,1289640
"aevmos",1660834800000,1.97358,537364000,1316410
"aevmos",1660838400000,1.94246,531447000,1284030
"aevmos",1660842000000,1.95228,533499000,1254750
"aevmos",1660845600000,1.96734,539154000,1265780
"aevmos",1660849200000,1.96783,536357000,1263790
"aevmos",1660852800000,1.99239,548224000,1276520
"aevmos",1660856400000,1.98999,544500000,1283110
"aevmos",1660860000000,1.91334,543020000,1377280
"aevmos",1660863600000,1.9391,530579000,1393010
"aevmos",1660867200000,1.90253,518957000,1357140
"aevmos",1660870800000,1.86901,511562000,1407230
"aevmos",1660874400000,1.85522,507571000,1346590
"aevmos",1660878000000,1.86526,510460000,1415120
"aevmos",1660881600000,1.85915,505801000,1335290
"aevmos",1660885200000,1.85976,511871000,1437850
"aevmos",1660888800000,1.85532,508549000,1415020
"aevmos",1660892400000,1.84274,512476000,1460600
"aevmos",1660896000000,1.82404,499041000,1476150
"aevmos",1660899600000,1.85651,505878000,1514320
"aevmos",1660903200000,1.81084,497057000,1574800
"aevmos",1660906800000,1.81112,498551000,1571880
"aevmos",1660910400000,1.81762,489355000,1591320
"aevmos",1660914000000,1.83228,501001000,1588730
"aevmos",1660917600000,1.83337,501795000,1504340
"aevmos",1660921200000,1.85386,505700000,1497600
"aevmos",1660924800000,1.86469,510162000,1471340
"aevmos",1660928400000,1.9302,525474000,1466360
"aevmos",1660932000000,1.90671,523992000,1473640
"aevmos",1660935600000,1.92938,528858000,1512380
"aevmos",1660939200000,1.88958,519302000,1549600
"aevmos",1660942800000,1.87978,514426000,1456740
"aevmos",1660946400000,1.86403,513581000,1425720
"aevmos",1660950000000,1.88595,517812000,1427590
"aevmos",1660953600000,1.8623,511846000,1388600
"aevmos",1660957200000,1.86971,511243000,1367340
"aevmos",1660960800000,1.83881,508419000,1350550
"aevmos",1660964400000,1.83725,504265000,1309180
"aevmos",1660968000000,1.84161,505759000,1296450
"aevmos",1660971600000,1.82343,501488000,1285500
"aevmos",1660975200000,1.83154,502376000,1276750
"aevmos",1660978800000,1.82843,501380000,1275300
"aevmos",1660982400000,1.83758,503272000,1252740
"aevmos",1660986000000,1.83313,503145000,1250430
"aevmos",1660989600000,1.84828,507136000,1208990
"aevmos",1660993200000,1.84449,506337000,1097430
"aevmos",1660996800000,1.86323,510309000,1077680
"aevmos",1661000400000,1.88068,515591000,1092040
"aevmos",1661004000000,1.87976,516036000,1083600
"aevmos",1661007600000,1.87794,514832000,1078170
"aevmos",1661011200000,1.88851,517981000,1066630
"aevmos",1661014800000,1.90295,522241000,1059450
"aevmos",1661018400000,1.87447,516752000,1020020
"aevmos",1661022000000,1.86487,511466000,961585
"aevmos",1661025600000,1.83054,503922000,972646
"aevmos",1661029200000,1.83566,506890000,924888
"aevmos",1661032800000,1.83081,505166000,889715
"aevmos",1661036400000,1.87959,517616000,958383
"aevmos",1661040000000,1.8738,520330000,1015020
"aevmos",1661043600000,1.87139,515121000,1017710
"aevmos",1661047200000,1.87189,514828000,987091
"aevmos",1661050800000,1.86005,512043000,979911
"aevmos",1661054400000,1.85047,510728000,952697
"aevmos",1661058000000,1.86597,514416000,1010740
"aevmos",1661061600000,1.86275,512824000,955449
"aevmos",1661065200000,1.8619,511441000,1005050
"aevmos",1661068800000,1.87867,511301000,1018360
"aevmos",1661072400000,1.87069,515966000,995945
"aevmos",1661076000000,1.88516,519467000,981417
"aevmos",1661079600000,1.88644,520310000,978851
"aevmos",1661083200000,1.89245,521465000,1030950
"aevmos",1661086800000,1.88908,520764000,1044300
"aevmos",1661090400000,1.89005,520208000,1023760
"aevmos",1661094000000,1.92326,530739000,1092410
"aevmos",1661097600000,1.94352,535091000,1093250
"aevmos",1661101200000,1.94049,531654000,1096230
"aevmos",1661104800000,1.95966,539641000,1113520
"aevmos",1661108400000,1.9393,534294000,1146220
"aevmos",1661112000000,1.89537,524210000,1185940
"aevmos",1661115600000,1.87428,520760000,1125690
"aevmos",1661119200000,1.8873,522768000,219117
"aevmos",1661122800000,1.88015,519420000,1169150
"aevmos",1661126400000,1.87707,517298000,1130610
"afet",1660489200000,0.102207,70251500,12786900
"afet",1660492800000,0.102555,70627800,13008700
"afet",1660496400000,0.100568,69647700,12988500
"afet",1660500000000,0.0978134,67464800,13344100
"afet",1660503600000,0.0978231,67445000,14299700
"afet",1660507200000,0.0978682,67281800,14198200
"afet",1660510800000,0.0981335,67520400,14052100
"afet",1660514400000,0.0986632,67919300,13740200
"afet",1660518000000,0.0987526,67756500,13891400
"afet",1660521600000,0.0991411,68254700,14180100
"afet",1660525200000,0.0996221,68558000,14410400
"afet",1660528800000,0.100367,68429700,14541600
"afet",1660532400000,0.101173,69586100,14939200
"afet",1660536000000,0.10007,68946800,15253800
"afet",1660539600000,0.0999487,68776500,14547500
"afet",1660543200000,0.0997241,68621900,14349800
"afet",1660546800000,0.0975366,67258600,14259800
"afet",1660550400000,0.096836,66741400,14548600
"afet",1660554000000,0.0971136,66659500,14277200
"afet",1660557600000,0.096952,66694300,14421900
"afet",1660561200000,0.097516,67014900,14476800
"afet",1660564800000,0.0974541,67140200,14077500
"afet",1660568400000,0.0975051,67093100,13738000
"afet",1660572000000,0.0990219,67565600,13356800
"afet",1660575600000,0.0987639,67954000,13006600
"afet",1660579200000,0.100757,68783700,13127200
"afet",1660582800000,0.101239,69578900,13110300
"afet",1660586400000,0.100231,69054600,12562300
"afet",1660590000000,0.100065,68952200,11693700
"afet",1660593600000,0.0991285,68286800,11428500
"afet",1660597200000,0.0991592,68302900,11699400
"afet",1660600800000,0.0999132,68752000,12104900
"afet",1660604400000,0.101672,70757700,14243700
"afet",1660608000000,0.10116,69687200,14357200
"afet",1660611600000,0.103546,70722100,15114900
"afet",1660615200000,0.107375,73364200,17587600
"afet",1660618800000,0.109365,76092500,23566000
"afet",1660622400000,0.110247,75863100,30293700
"afet",1660626000000,0.107876,74238100,32741700
"afet",1660629600000,0.107737,74132600,35146600
"afet",1660633200000,0.108567,74706600,37892500
"afet",1660636800000,0.109366,75301000,39833400
"afet",1660640400000,0.107287,73392300,40439700
"afet",1660644000000,0.108941,74628100,42348100
"afet",1660647600000,0.108454,74567100,44252900
"afet",1660651200000,0.113084,79029300,51865200
"afet",1660654800000,0.111698,76929000,54855300
"afet",1660658400000,0.109448,75441800,55577300
"afet",1660662000000,0.108579,74811400,55961900
"afet",1660665600000,0.109199,75159000,57066800
"afet",1660669200000,0.111103,76647300,61996300
"afet",1660672800000,0.109947,75144300,63000200
"afet",1660676400000,0.109628,75421300,64246700
"afet",1660680000000,0.109377,75248100,64827000
"afet",1660683600000,0.108726,74816100,64561800
"afet",1660687200000,0.108132,74408000,64231600
"afet",1660690800000,0.106835,73773300,62188900
"afet",1660694400000,0.107677,74074500,62030900
"afet",1660698000000,0.109486,75027600,62163600
"afet",1660701600000,0.109664,75460700,58558000
"afet",1660705200000,0.10851,74545900,54056400
"afet",1660708800000,0.107054,73660100,48256000
"afet",1660712400000,0.107531,73969700,45005700
"afet",1660716000000,0.108901,74642300,43445200
"afet",1660719600000,0.109056,75044600,41288600
"afet",1660723200000,0.105763,72709200,39308400
"afet",1660726800000,0.105673,72710200,38451400
"afet",1660730400000,0.106242,72875800,37318100
"afet",1660734000000,0.106188,72963600,34912300
"afet",1660737600000,0.1052,72480000,29691000
"afet",1660741200000,0.102796,70396200,27648700
"afet",1660744800000,0.100748,69409600,27287000
"afet",1660748400000,0.100782,69230600,27252900
"afet",1660752000000,0.100953,69567600,26595300
"afet",1660755600000,0.102128,70387300,22366200
"afet",1660759200000,0.102016,70328800,21271500
"afet",1660762800000,0.10218,70391400,20328500
"afet",1660766400000,0.100473,69366000,19779000
"afet",1660770000000,0.101419,69827900,19715500
"afet",1660773600000,0.0992515,68370500,19744400
"afet",1660777200000,0.101805,70088900,20326500
"afet",1660780800000,0.102181,70319400,20117900
"afet",1660784400000,0.101289,69712400,19619200
"afet",1660788000000,0.100034,68817800,18518400
"afet",1660791600000,0.0996238,68613400,18228700
"afet",1660795200000,0.0997271,68692500,17904400
"afet",1660798800000,0.0984819,67845700,17686400
"afet",1660802400000,0.0992297,68243900,17143300
"afet",1660806000000,0.0991478,68158200,17036100
"afet",1660809600000,0.0996673,68652600,16217600
"afet",1660813200000,0.0995439,68554600,16049700
"afet",1660816800000,0.100296,68821100,16110200
"afet",1660820400000,0.0999023,68712200,15944400
"afet",1660824000000,0.100253,68986700,15958400
"afet",1660827600000,0.0996301,68787400,13984200
"afet",1660831200000,0.0983675,67629200,12926200
"afet",1660834800000,0.0980138,67429100,12985400
"afet",1660838400000,0.0987731,68052300,12996600
"afet",1660842000000,0.0966237,66515200,13026200
"afet",1660845600000,0.0968834,66872600,13321300
"afet",1660849200000,0.0965182,66510300,13103200
"afet",1660852800000,0.097229,66904700,12774000
"afet",1660856400000,0.0974725,67165900,12637700
"afet",1660860000000,0.0973286,67025000,11930400
"afet",1660863600000,0.0973792,67019600,11329900
"afet",1660867200000,0.0943894,65053700,11663600
"afet",1660870800000,0.0914588,62981300,12097900
"afet",1660874400000,0.0901452,61992700,12038500
"afet",1660878000000,0.0897639,61827000,12117200
"afet",1660881600000,0.0894193,61529000,12383000
"afet",1660885200000,0.0891082,61412700,12439600
"afet",1660888800000,0.0896144,61755600,12588800
"afet",1660892400000,0.0860832,59275000,13275400
"afet",1660896000000,0.0857336,59377200,13323100
"afet",1660899600000,0.0849869,58506300,13457600
"afet",1660903200000,0.0854968,58895200,13650000
"afet",1660906800000,0.0851,58497300,13903100
"afet",1660910400000,0.0853354,58547200,13810800
"afet",1660914000000,0.0866211,59649000,13857000
"afet",1660917600000,0.0856855,58921000,13613000
"afet",1660921200000,0.0851559,58732500,13102000
"afet",1660924800000,0.0856341,58920200,12800900
"afet",1660928400000,0.0865311,59572100,12538300
"afet",1660932000000,0.086041,59075000,12184900
"afet",1660935600000,0.0856355,58903400,12148500
"afet",1660939200000,0.0864412,59481100,12557800
"afet",1660942800000,0.0859394,59029400,12828300
"afet",1660946400000,0.0838234,57682500,13005200
"afet",1660950000000,0.0841812,57891300,13244200
"afet",1660953600000,0.08424,58229400,13091700
"afet",1660957200000,0.0852865,58701500,12541200
"afet",1660960800000,0.0849442,58507500,12171600
"afet",1660964400000,0.0856167,58890200,12402700
"afet",1660968000000,0.0858492,58983700,12127100
"afet",1660971600000,0.0855017,58681200,12510300
"afet",1660975200000,0.0861726,59298500,12593300
"afet",1660978800000,0.087271,59680100,12225100
"afet",1660982400000,0.0880463,60517700,11748200
"afet",1660986000000,0.0862648,59353900,11509600
"afet",1660989600000,0.0863038,59279800,11495500
"afet",1660993200000,0.0857434,59034700,11176700
"afet",1660996800000,0.0866287,59552000,11059100
"afet",1661000400000,0.0868177,59849900,10911800
"afet",1661004000000,0.0866965,59591100,10678000
"afet",1661007600000,0.0862781,59496300,10423200
"afet",1661011200000,0.0869846,59793300,10599900
"afet",1661014800000,0.0856131,58888700,10430400
"afet",1661018400000,0.0849719,58716300,10474200
"afet",1661022000000,0.0841845,57994000,10468000
"afet",1661025600000,0.0827687,56975600,10334800
"afet",1661029200000,0.0833535,57446400,10236400
"afet",1661032800000,0.0837451,57607000,10143000
"afet",1661036400000,0.0843527,58040500,10003100
"afet",1661040000000,0.0852344,58861800,9927940
"afet",1661043600000,0.0857392,58912700,9700180
"afet",1661047200000,0.0865877,59563400,9775100
"afet",1661050800000,0.0916718,63232900,10783000
"afet",1661054400000,0.0889654,61751000,11765500
"afet",1661058000000,0.0891661,61423900,11663100
"afet",1661061600000,0.0914001,62584300,12091200
"afet",1661065200000,0.0901094,61963700,12859300
"afet",1661068800000,0.0902283,62374400,13194300
"afet",1661072400000,0.0908142,62536600,13146600
"afet",1661076000000,0.0918234,63071900,12913500
"afet",1661079600000,0.0913888,62755000,12710000
"afet",1661083200000,0.0926661,64015100,14084100
"afet",1661086800000,0.0922203,63351600,14947400
"afet",1661090400000,0.09105,62653100,14822300
"afet",1661094000000,0.0906842,62449300,15088800
"afet",1661097600000,0.0903812,62083100,14953200
"afet",1661101200000,0.090389,62127300,14707400
"afet",1661104800000,0.0905304,62425200,14629200
"afet",1661108400000,0.0906518,62342200,14528800
"afet",1661112000000,0.0906202,62499800,14560700
"afet",1661115600000,0.0907377,62310900,14618400
"afet",1661119200000,0.0905376,62384000,14863400
"afet",1661122800000,0.0898288,61775600,14823800
"afet",1661126400000,0,0,0
"basecro",1660489200000,0.155089,3916930000,14473500
"basecro",1660492800000,0.155249,3921660000,14062100
"basecro",1660496400000,0.154045,3899670000,14305400
"basecro",1660500000000,0.152589,3863280000,14636500
"basecro",1660503600000,0.152728,3860760000,14652900
"basecro",1660507200000,0.152815,3857910000,14339400
"basecro",1660510800000,0.153287,3869100000,14169000
"basecro",1660514400000,0.15344,3876350000,14539800
"basecro",1660518000000,0.153391,3875990000,14773500
"basecro",1660521600000,0.152873,3859530000,14650800
"basecro",1660525200000,0.154026,3891090000,14634200
"basecro",1660528800000,0.154709,3891710000,14578900
"basecro",1660532400000,0.156158,3940800000,14880100
"basecro",1660536000000,0.156055,3943220000,15467000
"basecro",1660539600000,0.155982,3934670000,15292500
"basecro",1660543200000,0.154695,3927790000,15685200
"basecro",1660546800000,0.151297,3822570000,16097300
"basecro",1660550400000,0.150417,3810580000,16110300
"basecro",1660554000000,0.150722,3812850000,16326900
"basecro",1660557600000,0.150591,3799680000,16577300
"basecro",1660561200000,0.151231,3814480000,17059600
"basecro",1660564800000,0.150445,3799710000,17139800
"basecro",1660568400000,0.15093,3821190000,17344800
"basecro",1660572000000,0.152159,3833580000,17594500
"basecro",1660575600000,0.152326,3847030000,18005300
"basecro",1660579200000,0.15412,3886160000,21944800
"basecro",1660582800000,0.153968,3881300000,21845200
"basecro",1660586400000,0.152565,3854260000,21382500
"basecro",1660590000000,0.152868,3862490000,21534400
"basecro",1660593600000,0.152597,3861080000,21767300
"basecro",1660597200000,0.152672,3858110000,21857300
"basecro",1660600800000,0.152939,3877960000,21854100
"basecro",1660604400000,0.152572,3866170000,21703500
"basecro",1660608000000,0.15191,3837710000,22435800
"basecro",1660611600000,0.152431,3860320000,25692900
"basecro",1660615200000,0.152475,3867700000,26422400
"basecro",1660618800000,0.152395,3850420000,26227000
"basecro",1660622400000,0.152533,3854280000,25949700
"basecro",1660626000000,0.15129,3821880000,26079100
"basecro",1660629600000,0.150522,3802730000,25937200
"basecro",1660633200000,0.150818,3810110000,25900500
"basecro",1660636800000,0.150877,3815560000,25464100
